styrk98_7digit,styrk08_4digit
4111102,4131
4111103,4131
4111104,4131
4111105,4131
4111106,4131
4111107,4131
4111108,4131
4112101,4132
4112102,4413
4112103,4132
4112104,4132
4112105,4132
4112106,4132
4112107,4132
4113101,4110
4113102,4110
4113103,3342
4113104,4312
4113105,4312
4113106,4312
4113107,4312
4113108,4311
4113109,4416
4113110,4110
4113111,4110
4113112,4110
4113113,3343
4113114,4110
4113115,4110
4113116,3343
4113117,4110
4113118,3332
4113119,4229
4113120,4229
4113121,3332
4113122,4229
4113123,4229
4113124,4110
4113125,4229
4113126,3341
4113127,3342
4113128,3332
4113129,3332
4113130,3332
4113131,3332
4114101,4110
4114102,4110
4114103,4110
4114104,4110
4114105,4110
4114106,4110
4114107,4110
4114108,4110
4114109,4110
4114110,4110
4114112,3354
4114113,4110
4114114,4110
4114115,4110
4114116,4110
4114117,4110
4114118,3354
4114119,4110
4114120,4110
4114121,4110
4114122,4110
4114123,4110
4114124,4110
4114125,4110
4114126,4110
4114127,4321
4114128,4110
4114129,4110
4114130,4110
4114131,4222
4114132,4222
4114133,4110
4114134,4110
4114135,4110
4114136,4110
4114137,4110
4114138,4416
4114139,4416
4114140,4110
4114141,4110
4114142,4110
4121101,4313
4121102,4311
4121103,4311
4121104,4311
4121105,4313
4121106,4311
4121107,4311
4121108,4313
4121109,4311
4121110,4311
4121111,4313
4121112,4313
4121113,4311
4121114,4311
4121115,4311
4121116,4311
4121117,4311
4121118,4311
4121119,4311
4121120,4313
4121121,4313
4121122,4311
4129101,4312
4129102,4110
4129103,4132
4129104,4110
4129105,4132
4129106,4110
4129107,4110
4129108,4110
4129109,4110
4129110,4110
4129111,4132
4131101,4321
4131102,4321
4131103,4321
4131104,4321
4131105,4321
4131106,4321
4131107,4321
4131108,4321
4131109,4321
4131110,4321
4131111,4321
4131112,4321
4131113,4321
4131114,4321
4131115,4321
4131116,4321
4131117,4321
4131118,4321
4131119,4321
4131120,4321
4131121,4321
4131122,4321
4131123,4321
4131125,4321
4131126,4321
4131127,5230
4131128,4321
4131129,4321
4131130,4321
4131131,4225
4131132,4225
4131133,3433
4132101,4322
4132102,4322
4132103,4322
4132104,4322
4132105,4322
4132106,4322
4132107,4322
4132108,4322
4132109,4322
4132110,4322
4132111,4322
4132112,4322
4132113,4322
4132114,4322
4132115,4322
4132116,4322
4132117,4322
4133101,4323
4133102,4323
4133103,3154
4133104,4323
4133105,3331
4133106,4323
4133107,4323
4133108,4323
4133109,4323
4133110,4323
4133111,4323
4133112,4323
4133113,4323
4133114,4323
4133115,4323
4133116,4323
4133117,4323
4133118,4323
4133119,4323
4133120,4323
4133121,4323
4133122,4323
4133123,4323
4133124,4323
4133125,4323
4133126,4323
4133127,4323
4133128,4323
4133129,4323
4133130,4323
4133131,4323
4133132,4323
4133133,4323
4133134,4323
4133135,4323
4133136,4323
4133137,4323
4133138,4323
4133139,4323
4133140,4323
4133142,4323
4133143,4323
4133144,4323
4133145,4323
4133146,4323
4133147,4323
4133148,4323
4133149,4323
4133150,4323
4133151,4323
4133152,4323
4133153,4323
4133154,4323
4133155,4323
4133156,4323
4133157,4323
4141101,4415
4141102,4415
4141103,4411
4141104,4415
4141105,4411
4141106,4415
4141107,4411
4141108,4411
4141109,4411
4141110,4415
4141111,4411
4141112,4415
4141113,4411
4142101,4211
4142102,4211
4142103,4211
4142104,4211
4142105,4412
4142106,4211
4142107,4211
4142108,4211
4142109,4211
4142110,4412
4142111,4211
4142112,4211
4142113,4211
4142114,4211
4142115,4211
4142116,4211
4142117,4412
4142118,4211
4142119,4211
4142120,4211
4142121,4412
4142122,4412
4211101,5230
4211102,5230
4211103,5230
4211104,5230
4211105,5230
4211106,5230
4211107,4221
4211108,5230
4211109,5230
4212101,4211
4212102,4211
4212103,4211
4212104,4211
4212105,4211
4212107,4211
4212108,4211
4212109,4211
4212110,4211
4213101,4212
4213102,4212
4213103,4212
4213104,4212
4213105,4212
4214101,4213
4214102,4213
4215101,4214
4215102,4214
4215103,4214
4215104,4214
4215105,9621
4215106,4214
4215107,4214
4215110,4214
4215111,3312
4215112,4214
4215113,4214
4221101,4221
4221102,4221
4221103,4221
4221104,4221
4221105,4221
4221106,4221
4221107,4221
4221108,4221
4221109,4221
4222101,4226
4222102,4224
4222103,4225
4222104,4226
4222105,4226
4222106,4226
4222107,4224
4222108,4224
4222109,4224
4222110,4224
4222111,4224
4222112,4224
4222113,4224
4222114,4225
4222115,4225
4222116,4226
4222117,4226
4222118,4226
4222119,4224
4222120,5249
4222121,4224
4222122,5249
4222123,4224
4222124,4221
4222125,4224
4222126,4226
4222127,4221
4222128,4224
4222129,5249
4222130,4224
4222131,4225
4222132,4226
4222133,4226
4222134,4226
4222135,4226
4222136,4226
4222137,4229
4222138,4225
4222139,4225
4222140,4226
4222141,4224
4223101,4223
4223102,4223
4223103,4223
4223104,4223
4223105,4223
4223106,4223
4223107,4223
4223108,4223
4223109,4223
5111101,5111
5111102,5111
5111103,5111
5111104,5111
5111105,5111
5111106,5111
5111107,5111
5111108,5111
5111109,5111
5111110,5111
5111111,5111
5111112,5111
5111113,5111
5111114,5111
5111115,5111
5111116,5111
5111117,5111
5111119,5111
5111120,5111
5111121,5111
5111122,5111
5111123,5111
5111124,5111
5112101,5112
5112102,5112
5112103,5112
5112104,5112
5112105,5112
5112106,5112
5112107,3355
5113101,5113
5113102,5113
5113103,5113
5113104,5113
5113105,5113
5113106,5113
5113107,5113
5113108,5113
5121101,5152
5121102,5152
5121103,5152
5121104,5152
5121105,5152
5121106,5152
5121107,5152
5121108,5152
5121109,5152
5121110,5152
5121111,5152
5121112,5152
5122101,3434
5122102,5120
5122103,5120
5122104,5120
5122105,5120
5122106,3434
5122107,3434
5122108,5120
5122109,3434
5122110,5120
5122111,3434
5122112,3434
5122113,5120
5122114,5120
5122115,5120
5122116,5120
5122118,3434
5122119,5120
5122120,5120
5122121,3434
5122122,5120
5122123,5246
5122124,3434
5122125,5120
5122126,5120
5122127,5120
5122128,5120
5122129,5120
5122130,5246
5122131,5120
5122132,5120
5123101,5132
5123102,5131
5123103,5131
5123104,5131
5123105,5131
5123106,5131
5123107,1412
5123108,5132
5123109,5131
5123110,5131
5123111,5131
5123112,5131
5123113,5131
5123114,5131
5123115,5132
5123116,5246
5123117,5131
5123118,5246
5123119,5132
5123120,5132
5123121,5246
5123122,1412
5123123,5132
5123124,5246
5123125,5246
5123126,5246
5131101,5311
5131102,5311
5131103,5311
5131104,5311
5131105,5312
5131106,5311
5131109,5311
5131110,5311
5131111,5311
5131112,1341
5131113,3259
5131114,5312
5131115,5311
5131116,5311
5131117,5311
5131118,5311
5131119,5311
5131120,5311
5131121,5311
5131122,5311
5131123,5311
5131124,5311
5131125,5312
5131126,5311
5131127,5311
5131128,5311
5131129,5312
5131130,2354
5131131,5311
5131132,5311
5131133,5311
5131134,5311
5132101,5321
5132102,5321
5132103,3259
5132104,1343
5132105,1342
5132106,5321
5132107,5321
5132108,5321
5132109,5321
5132110,1342
5132111,5329
5132112,5321
5132113,5321
5132114,5329
5132115,5329
5132116,5321
5132117,5321
5132118,5321
5132119,5321
5132120,5321
5132121,5321
5132122,5322
5132123,5329
5132124,5321
5133101,5322
5133102,5322
5133103,5322
5133104,5322
5133105,5322
5133106,5322
5133107,5322
5133108,5322
5134101,5329
5134102,5329
5134103,5329
5134104,5329
5134105,5329
5135101,3256
5135102,3256
5135103,3256
5135104,3256
5135105,3256
5136101,5311
5136102,5311
5136103,5311
5136104,5311
5136105,5311
5136106,5311
5136107,5311
5136109,5311
5136110,5311
5136111,5321
5137101,5223
5137102,5223
5137103,5223
5139101,5329
5139102,5329
5139103,5329
5139104,5329
5139105,5329
5139106,5329
5139107,5329
5139108,5322
5139109,5329
5139110,5321
5139111,5329
5139112,5322
5139113,5329
5139114,5329
5139115,5329
5139116,5329
5139117,5321
5139118,3258
5139119,5329
5139120,5329
5139122,3258
5139123,3259
5139124,5329
5139125,3258
5139126,3258
5139127,3258
5139128,5329
5139129,3259
5139130,3258
5139131,3258
5139132,5329
5139133,5321
5139134,3412
5139135,3412
5139136,3412
5139137,3412
5139138,3412
5139139,3412
5139140,3412
5139141,3412
5139142,5329
5139143,5329
5139144,5329
5139145,3259
5139146,5329
5139147,5329
5139148,5142
5139149,5142
5139150,5329
5139151,5321
5139152,5329
5139153,5329
5139154,5329
5139155,5329
5139156,3259
5139157,3258
5141101,5142
5141102,5142
5141103,5141
5141104,5142
5141105,5141
5141106,5141
5141107,5142
5141108,5141
5141109,5141
5141110,5141
5141111,5142
5141112,5142
5141113,5142
5141114,5142
5141115,5142
5141116,5141
5141117,5142
5141118,5141
5141119,5142
5141120,5142
5141121,5142
5141122,5142
5141123,5142
5141124,5142
5141125,5142
5141126,5142
5142101,5163
5142102,5163
5142103,5163
5142104,5163
5142105,5163
5142106,5163
5142107,5163
5143101,5142
5143102,5142
5143103,4226
5143104,5142
5143105,4226
5143106,4226
5143107,5142
5143108,5142
5143109,4226
5143110,4226
5149101,5169
5149102,5161
5149103,5169
5149104,5169
5149105,5169
5149106,3411
5149107,3411
5149108,2659
5149109,5169
5149110,5169
5149112,5169
5149113,5169
5149114,5169
5149115,5161
5149116,5161
5149117,5161
5149118,5169
5149119,5169
5149120,5164
5149121,5164
5149122,5169
5149123,5164
5149124,5169
5149125,5164
5149126,5164
5149127,5169
5161101,5411
5161102,5411
5161103,5411
5161105,5411
5161106,5411
5161107,5411
5161108,5411
5161110,5411
5161111,5411
5161112,5411
5161113,5411
5161114,5411
5161115,5411
5161116,5411
5161117,5411
5161118,7422
5161119,7422
5161120,5411
5161121,5411
5162101,5413
5162102,5413
5162103,5413
5162104,5413
5162105,3355
5162107,5413
5162108,5413
5162109,5413
5163101,5419
5163102,5419
5163103,5153
5163104,5153
5163105,5153
5163106,9214
5163107,5153
5163108,5153
5163109,5153
5163110,5153
5163111,5153
5163112,5153
5163113,9214
5163114,5153
5163115,5153
5163116,5153
5163117,8341
5163118,5153
5163119,5153
5163121,5153
5163122,5153
5163123,5153
5163124,5153
5163125,5153
5163126,5153
5163127,5153
5163128,5153
5163129,5153
5163130,5153
5163131,5153
5163132,5153
5163133,5153
5163134,5153
5163135,5153
5163136,5153
5163137,5153
5163138,5153
5163139,5153
5163140,5153
5163141,5153
5164101,5414
5164102,5414
5164103,5414
5164104,5414
5164105,5414
5164106,5414
5164107,5414
5164108,5414
5164109,5230
5164110,5414
5169101,5419
5169102,5419
5169105,5419
5169106,5419
5169107,5419
5169108,5419
5169109,5419
5169110,5419
5169111,5419
5169112,5419
5169113,5419
5210101,5241
5210102,5241
5210103,5241
5210104,5241
5221101,5222
5221102,5222
5221103,5223
5221104,5211
5221105,5223
5221106,5223
5221107,5223
5221108,5242
5221109,5242
5221110,5223
5221111,5223
5221113,5211
5221114,3322
5221115,5223
5221116,5223
5221117,5222
5221118,5223
5221119,5223
5221120,5223
5221121,5242
5221122,5223
5221123,5223
5221124,5223
5221125,5223
5221126,5223
5221127,5211
5221128,5223
5221129,5223
5221130,5223
5221131,5223
5221132,5223
5221133,9334
5221134,5223
5221135,5222
5221136,5222
5221137,5222
5221138,5223
5221139,5222
5221140,5223
5221141,5245
5221142,5223
5221143,5223
5221144,5222
5221145,5223
5221146,5223
5221147,5222
5221148,5222
5221149,5223
5221150,5212
5221151,5212
5221152,5221
5221153,5221
5221154,5221
5221155,5223
5221156,5223
5221157,5244
5221158,5245
5221159,5249
5221160,5249
5221161,5249
5221162,9334
5221163,5223
5221164,5223
5222101,7549
5222102,7549
5223101,5244
5223102,5244
5223103,5244
5223104,5212
5223105,5223
5223106,5244
5223107,5244
5223108,5243
5223109,3322
5223110,5244
5223111,5243
5223112,5244
5223113,5244
5223114,5244
5223115,5244
5223116,5244
5223117,5244
5223118,5249
5223119,5249
5223120,5242
5223121,5244
5223122,3322
5223123,5244
5223124,5249
5223125,5249
5223126,5244
5224101,3322
5224102,3322
5224103,3322
5224104,5223
5224105,3322
5224106,3322
5224107,3322
5224108,3322
5225101,4227
5225102,4227
6111102,6111
6111103,6111
6111104,6112
6111105,6111
6111106,6112
6111107,6112
6111108,6111
6111109,6111
6111110,6111
6111111,8341
6111112,6111
6111113,6111
6111114,6111
6111115,6111
6111116,6111
6111117,9214
6111118,6113
6111119,6111
6111120,6112
6112101,6113
6112102,6113
6112103,6113
6112104,6113
6112105,6113
6112106,6113
6112107,6113
6112108,6113
6112109,6113
6112110,6113
6112111,6113
6121101,6121
6121102,6121
6121103,6121
6121104,6121
6121105,6121
6121106,6121
6121107,6121
6121108,6121
6121109,6121
6121110,6121
6121111,6121
6121112,6121
6121113,6121
6121114,6121
6121115,6121
6121116,6121
6121117,6121
6121118,6121
6121119,6121
6121120,9212
6121121,6121
6121122,6121
6121123,9212
6121124,6121
6121125,6121
6121126,6121
6121127,6121
6121128,6121
6121129,9212
6121130,6121
6121131,6121
6121132,6121
6121133,6121
6121134,6121
6121135,6121
6121136,6121
6121137,6121
6121138,9212
6121139,6121
6121140,6121
6121141,6121
6122101,6122
6122102,6122
6122103,6122
6122104,6122
6122105,6122
6122106,6122
6122107,6122
6129101,6121
6129102,6123
6129103,6121
6129104,6129
6129105,6129
6129107,6129
6129108,5164
6129109,5164
6129110,5164
6129111,5164
6129112,5164
6129113,5164
6130101,6130
6130102,6130
6130103,6130
6130104,6130
6130105,6130
6130106,6130
6130107,6130
6130108,6130
6130109,6130
6130110,6130
6130111,6130
6210101,6210
6210102,6210
6210103,6210
6210104,8341
6210105,6210
6210106,6210
6210108,8341
6210109,6210
6210110,8341
6210111,6210
6210112,6210
6210113,6210
6210114,6210
6210115,8341
6210116,8341
6310101,6221
6310102,6221
6310103,6221
6310104,6221
6310105,6221
6310106,6221
6310107,6221
6310108,6221
6310109,6221
6310110,3141
6310111,6221
6310112,6221
6411101,6222
6411103,6222
6411104,6222
6411105,6222
6411106,6222
6411107,6222
6411108,6222
6411109,6222
6411111,6222
6411112,6222
6411113,6222
6411115,6222
6411117,6222
6411119,6222
6411120,6222
6411124,6222
6411125,6222
6411126,6222
6411127,6222
6411128,6222
6412101,6224
6412102,6224
6412103,6224
6412104,6224
6412105,6224
6412106,6224
6412107,6224
6412108,6222
7110101,7113
7110103,7113
7110104,7113
7110105,7113
7110106,7113
7110107,7113
7110108,7113
7110109,7113
7110110,3122
7110111,7113
7110112,7119
7110113,7113
7110114,7113
7110115,7113
7121101,7112
7121102,7112
7121103,7122
7121104,7123
7121105,7123
7121106,7112
7121107,7123
7121108,7112
7121109,7112
7121110,7112
7121111,7112
7121112,7112
7121113,7112
7121114,7112
7121115,7112
7121116,7112
7122101,7114
7122102,7114
7122103,7114
7122104,7114
7122105,7114
7122106,3123
7122107,7114
7122108,7114
7122109,7114
7122110,7114
7123101,3123
7123102,7114
7123103,7114
7123104,7114
7123105,3123
7123106,7114
7124101,7114
7124102,3123
7124103,7114
7124104,7114
7124105,3123
7124106,7114
7124107,7114
7125101,7115
7125102,7115
7125103,7115
7125104,7115
7125105,7115
7125106,7115
7125107,7115
7125108,7115
7125109,3123
7125110,7115
7125111,7115
7125112,7115
7125113,7115
7125114,7115
7125115,3123
7126101,3123
7126102,9312
7126103,9312
7126104,9312
7126105,3123
7126106,8342
7126107,3123
7126108,3123
7126109,3123
7126110,8342
7126111,8342
7126112,8342
7126113,8342
7126114,8342
7126115,9312
7126116,9312
7126117,3123
7126118,8342
7126119,3123
7126120,3123
7126121,3123
7127101,7542
7127102,7542
7127103,3123
7127104,3123
7127105,7542
7127106,7542
7127107,7542
7127108,3123
7127109,7542
7127110,7542
7127111,3123
7127112,7542
7127113,7542
7127114,7542
7127115,7542
7127116,7542
7128101,7119
7128103,7119
7128104,7119
7128105,7119
7128106,7119
7128107,3123
7128108,7119
7128109,7119
7128110,7119
7128111,7119
7128112,7119
7128113,7119
7128114,7119
7129102,6113
7129103,6113
7129104,6113
7129105,6113
7129106,6113
7129107,7114
7129108,6113
7129109,6113
7129110,3123
7129111,6113
7129112,6113
7129113,6113
7129114,6113
7131101,7121
7131102,7121
7131103,7121
7131104,3123
7131105,7121
7131106,7121
7131107,7121
7132101,7124
7132102,7124
7132103,7124
7132104,7124
7132105,7124
7132106,3123
7132107,7124
7132108,7124
7132109,7124
7132110,7124
7132111,7124
7133101,7125
7133102,7125
7133103,7125
7133104,7125
7133105,7125
7133106,7125
7133107,7125
7133108,7125
7133109,3123
7133110,7125
7133111,7125
7133112,7125
7133113,7125
7133114,7125
7134101,7126
7134102,7127
7134103,7126
7134104,7126
7134105,7126
7134106,7126
7134107,7126
7134108,7126
7134109,7127
7134112,7126
7134113,7126
7134114,7126
7134115,7126
7134116,7126
7134117,3123
7134118,7126
7134119,7126
7134120,7126
7134121,7126
7134122,7127
7134123,7127
7134124,7126
7134125,7127
7134126,3123
7141101,7131
7141102,7131
7141103,7131
7141104,7131
7141105,7131
7141106,7131
7141107,3123
7141108,7131
7141109,7131
7141110,7131
7141111,7131
7141112,7122
7141113,7131
7141114,7123
7142101,7132
7142102,7132
7142103,7132
7142104,7132
7142106,7132
7142107,7132
7142108,7132
7142109,7132
7142110,7132
7142111,7132
7142112,7132
7142113,7132
7142114,7132
7142115,7132
7142116,7132
7142117,7132
7142118,3123
7142119,7132
7142120,7132
7142121,7132
7142122,7132
7142123,3123
7142124,3123
7142125,7132
7142126,7132
7142127,3123
7142128,7132
7142129,7132
7143101,7133
7143102,7133
7143103,7133
7143104,3123
7143105,7133
7144101,7133
7144102,7133
7144103,7133
7144104,7133
7144105,7133
7144106,7133
7144107,7133
7144108,7133
7144109,3123
7144110,7133
7144111,7133
7144112,7133
7144113,7133
7211101,7211
7211102,7211
7211103,7211
7211104,7211
7211105,7211
7211106,7211
7211107,7211
7211108,7211
7211109,7211
7211110,7211
7211111,7211
7211112,3123
7211113,7211
7211114,7211
7212101,7212
7212102,7212
7212103,7212
7212106,7212
7212107,7212
7212108,7212
7212109,7212
7212110,7212
7212111,7212
7212112,3122
7212113,7212
7212114,7212
7212115,7212
7212116,7212
7212117,7212
7212118,7212
7212119,7212
7212120,7212
7212121,7212
7212122,7212
7213101,7213
7213102,7213
7213103,7213
7213104,7213
7213105,7126
7213106,7213
7213107,7213
7213108,3122
7213109,7213
7213110,7213
7213111,7213
7214101,7214
7214102,7214
7214103,7214
7214105,7214
7214106,7214
7214107,3122
7214108,7214
7214109,7214
7214110,7214
7214111,7214
7214112,7214
7215101,7215
7215102,7215
7215103,7215
7215104,7215
7215105,3122
7215106,7215
7215107,7215
7215108,7215
7215109,7215
7215110,3123
7215111,7215
7216101,7541
7216102,7541
7216103,7541
7216104,7541
7216105,7541
7216106,7541
7216107,7541
7216108,7541
7216109,7541
7216110,7541
7216111,7541
7216112,7541
7216113,7541
7216114,7541
7216115,7541
7217101,7213
7217102,7213
7217103,7213
7217104,7213
7217105,7213
7217106,7213
7217107,7213
7217108,7213
7217109,3122
7217110,7213
7217111,7213
7217112,7213
7217113,7213
7217114,7213
7217115,7213
7221101,7221
7221102,7221
7221103,7221
7221104,7221
7221105,7221
7221106,7221
7221107,7221
7221108,7221
7221109,7221
7221110,3122
7221111,7221
7222101,7222
7222102,7222
7222103,7222
7222104,7222
7222105,7222
7222106,3122
7222108,7234
7222109,7222
7222110,7222
7222111,7234
7231101,7231
7231102,7231
7231103,7231
7231104,7231
7231105,7231
7231106,7231
7231108,7231
7231109,7231
7231110,7231
7231111,7231
7231112,7412
7231113,7231
7231114,7231
7231115,7231
7231116,7231
7231121,7231
7231122,7231
7231123,3122
7231124,7231
7231125,7231
7231126,7231
7231127,7231
7231128,7231
7231129,7231
7232101,7232
7232102,7232
7232103,7232
7232104,7232
7232105,7232
7232106,7232
7232107,7232
7232108,7232
7232109,7232
7232110,7232
7232111,7232
7232112,7232
7232113,3122
7232114,7232
7232115,7232
7232116,7232
7232117,3155
7233101,7233
7233102,7233
7233103,7233
7233104,7233
7233105,7233
7233106,3115
7233107,7233
7233108,7233
7233109,7233
7233110,7233
7233111,7233
7234101,7233
7234104,7233
7234106,7233
7234107,7233
7234108,7233
7234109,3122
7234110,7233
7234111,7233
7234112,7233
7235101,7233
7235102,7412
7235103,7412
7235104,7412
7235105,7412
7235106,7412
7235107,3122
7235108,7412
7235109,7412
7235110,7412
7235111,7412
7236101,7311
7236102,7311
7236103,7311
7236104,7311
7236105,3122
7236106,7311
7236107,7311
7236108,3119
7237101,7233
7237102,7233
7237103,7233
7237104,7233
7237105,7233
7237106,7233
7237107,7233
7237108,7233
7237109,3122
7237110,7233
7237111,7233
7237112,7233
7237113,8211
7237114,3122
7237115,7233
7237116,7233
7237117,8211
7237118,7233
7237119,7233
7237120,7233
7237121,8211
7237122,8211
7237123,3122
7237124,3122
7241101,7411
7241102,7411
7241103,7411
7241104,7413
7241105,7411
7241106,7412
7241107,7412
7241109,7411
7241110,7412
7241111,7411
7241112,7411
7241113,7411
7241114,7412
7241115,7412
7241116,7412
7241117,7412
7241118,3114
7241119,7411
7241120,7411
7241121,7412
7241122,7411
7241123,7411
7241124,7412
7241125,7412
7241126,7412
7241127,7412
7241128,7412
7241129,7412
7241130,7412
7241131,7412
7241132,3123
7241133,8131
7241134,7411
7241135,3123
7241136,7411
7241137,7411
7241138,7412
7241139,7411
7241140,7411
7241141,7412
7241142,7127
7241143,7126
7241144,7411
7241145,7411
7241146,7422
7241147,7411
7241148,7127
7241149,7411
7241150,7421
7241151,7421
7241152,7421
7241153,7421
7241154,7421
7241155,7421
7241156,7421
7241157,7421
7241158,7412
7241159,3123
7241160,7127
7241161,7412
7241162,7412
7241163,7412
7242101,7422
7242102,7422
7242103,7422
7242104,7421
7242105,7422
7242106,7421
7242107,7422
7242108,7422
7242109,7422
7242110,7421
7242111,7422
7242112,7422
7242113,7421
7242114,7421
7242115,7422
7242116,7422
7242117,7422
7242118,7422
7242119,3123
7242120,7422
7242121,7422
7242122,7422
7242123,7422
7242124,7422
7242125,7422
7242126,7422
7242127,7422
7242128,7422
7242129,7422
7242130,7421
7242131,7421
7243101,7412
7243102,7412
7243103,7412
7243104,7413
7243105,7413
7243106,7412
7243107,7412
7243108,8212
7243109,3122
7243110,8212
7243111,7412
7244101,7413
7244102,7413
7244103,7413
7244104,7413
7244105,7413
7244106,7413
7244107,7413
7244108,3123
7244109,7413
7311101,7311
7311102,7311
7311103,7311
7311104,7311
7311105,7311
7311106,7311
7311107,7311
7311108,3259
7311109,8154
7311110,3214
7311111,3214
7311112,7311
7311113,7311
7311114,8154
7311115,7311
7311116,3214
7311117,3214
7311118,3214
7311119,3214
7311120,7311
7311121,7311
7311122,7311
7311123,3122
7311124,8154
7311125,7311
7311126,3214
7311127,7311
7311128,7311
7311129,3214
7311130,7311
7311131,3214
7312101,7312
7312102,7312
7312103,7312
7312104,7312
7312105,7312
7312106,7312
7312107,7312
7312108,7312
7312109,7312
7312110,7312
7312111,7312
7312112,7312
7312113,7312
7312114,7312
7312115,7312
7312116,7312
7312117,3122
7312118,7312
7313101,7313
7313102,7313
7313103,7313
7313104,7313
7313105,7313
7313106,7313
7313107,7313
7313108,7313
7313109,7313
7313110,7313
7313111,7313
7313112,7313
7313113,7313
7313114,7313
7313115,7313
7313116,7313
7313117,7313
7313118,7313
7313119,7313
7313120,7313
7313121,7313
7313122,3122
7313123,7313
7313124,7313
7313125,7313
7313126,7313
7321101,7314
7321102,7314
7321103,7314
7321104,7314
7321105,7314
7321106,7314
7321107,7314
7321108,7314
7322101,7315
7322102,7315
7322103,7315
7322104,7315
7322105,7315
7322106,7315
7322107,7315
7322108,7315
7322109,7315
7322110,7316
7322111,7315
7322112,7315
7322113,7315
7322114,7316
7322115,7316
7322116,7315
7322117,7315
7322118,7315
7331101,7317
7331102,7317
7331103,7317
7331104,7317
7332101,7318
7332102,7318
7332103,7318
7332104,7318
7341101,7321
7341102,7321
7341103,7322
7341104,7322
7341105,7321
7341106,7321
7341107,7321
7341108,7321
7341109,7321
7341110,7321
7341111,7321
7341112,7321
7341113,7321
7341114,7321
7341115,7322
7341116,7322
7341117,3122
7341118,7321
7341119,7321
7341120,7321
7341121,7321
7341122,7321
7341123,7321
7342101,3431
7342103,3431
7342104,3431
7342106,3431
7342107,3431
7342108,3431
7342109,3431
7342110,3431
7342111,3431
7342112,3431
7342114,3431
7342115,3431
7342116,3431
7342117,3431
7342118,3521
7350101,3118
7350102,3118
7350103,3118
7350104,3118
7350105,3118
7350106,3118
7350107,3118
7350108,3118
7350109,3118
7350110,3118
7350111,3118
7350112,3118
7350113,3118
7350114,3118
7350115,3118
7350116,3118
7350117,3118
7350118,3118
7350119,3118
7350120,3118
7350121,3118
7350122,3118
7350123,3118
7350124,3118
7350125,3118
7411102,7511
7411103,7511
7411104,7511
7411105,7511
7411106,7511
7411107,7511
7411108,7511
7411109,7511
7411110,7511
7411111,7511
7411112,7511
7411113,3122
7411114,7511
7411115,7511
7411116,7511
7411117,7511
7411118,7511
7411119,7511
7411120,7511
7411121,7511
7412101,7512
7412102,7512
7412104,7512
7412105,7512
7412106,7512
7412107,7512
7412108,7512
7412109,7512
7412110,7512
7412111,7512
7412112,7512
7413101,7515
7413102,7515
7413103,7515
7413104,7515
7413105,7515
7413106,7515
7413107,7515
7419101,8160
7419102,7514
7419103,7513
7419104,8160
7419105,7513
7419106,7513
7419107,7514
7419108,7514
7421101,7122
7421102,7122
7421103,7122
7421104,7115
7421105,7522
7421106,7115
7421107,7115
7421108,7115
7421109,7115
7421110,3122
7421111,7115
7421112,7115
7421113,7115
7421114,7115
7421115,7115
7421116,7522
7421117,7549
7421118,7115
7421119,7115
7421120,7115
7421122,7115
7421123,7115
7421124,3122
7421125,7115
7421126,7115
7421127,8219
7421128,7522
7421129,7522
7421130,7115
7421131,7522
7421132,7115
7421133,7522
7421134,7522
7421135,7122
7421136,7115
7421137,7549
7422101,7115
7422102,3123
7422103,7115
7422104,7115
7422105,3122
7423101,7317
7423102,7317
7423103,7317
7423104,7317
7423105,7317
7423106,7317
7423107,7317
7423108,7317
7431101,7318
7431102,7318
7431103,7318
7431104,7318
7431105,7318
7431106,7318
7431107,7318
7431108,7318
7431109,7318
7431110,7318
7431111,7318
7431112,7318
7431113,7319
7431114,7318
7432101,7531
7432102,7531
7432103,7531
7432104,7531
7432105,7531
7432106,7531
7432107,7531
7432108,7531
7432109,7531
7432110,2163
7432111,7531
7432112,7531
7432113,7531
7432114,7531
7432115,7531
7432116,7531
7432117,7531
7432118,7531
7432119,7531
7432120,7531
7432121,7531
7433101,7531
7433102,7531
7433103,7531
7433104,7531
7433105,7531
7433106,7531
7434101,7532
7434102,7532
7434103,7532
7434104,7532
7434105,7532
7434106,7532
7434107,7532
7435101,7531
7435102,7531
7435103,7531
7435104,7531
7435105,7531
7435106,7531
7436101,7534
7436102,7534
7436103,7534
7436104,7534
7436105,7534
7436106,7534
7436107,7534
7436108,7534
7436109,3122
7436110,7534
7436111,7534
7436112,7534
7436113,7534
7436114,7534
7441101,7535
7441102,7535
7441103,7535
7441104,7535
7441105,7535
7441106,7535
7441107,7535
7441108,7535
7441109,7535
7441110,7535
7441111,7535
7441112,7535
7441113,7535
7441114,7535
7441115,7535
7441116,7535
7442101,7536
7442102,7536
7442103,7536
7442104,7536
7442105,7536
7442106,7536
7442107,7536
7442108,7536
7443101,3433
7450101,3117
7450102,3212
7450103,3141
7450104,3212
7450105,3141
7450106,3116
7450107,3116
7450108,3116
7450109,3116
7450110,3116
7450111,3117
7450112,3117
7450113,3117
7450114,3117
7450115,3141
7450116,3141
7450117,3141
7450118,3212
7450119,3212
7450120,3212
7450121,3212
7450122,7543
7450123,7549
8111101,8111
8111102,8111
8111103,8111
8111104,8111
8111105,8111
8111106,8111
8111107,8111
8111108,8111
8111109,3121
8111110,8111
