styrk98_7digit,styrk08_4digit
2511104,2411
2511105,3313
2511106,3313
2511107,3313
2511108,2411
2511109,2411
2511110,3313
2511111,2411
2511112,2411
2511113,3313
2511114,2411
2511115,2411
2511116,2411
2511117,2411
2511118,2413
2511119,2411
2511120,3313
2512101,2421
2512102,2421
2512104,2423
2512105,2423
2512106,2421
2512107,2423
2512108,2423
2512109,2421
2512110,2421
2512111,2423
2512112,2421
2512113,2421
2512114,2421
2512115,2412
2512116,2423
2512117,2423
2512118,2421
2512119,2421
2512120,2423
2512121,2423
2512122,2423
2512124,2412
2512125,2421
2512126,2423
2512128,2421
2512129,2423
2512130,2423
2512131,2421
2512132,2421
2512133,2421
2512134,2423
2512135,2421
2512136,2421
2512137,2423
2512138,2421
2512139,2421
2512140,2424
2512141,2421
2512142,2423
2512143,2421
2512144,2421
2512145,2421
2512146,2422
2512147,2422
2512148,2423
2512149,2423
2512150,2424
2512151,2422
2512152,2422
2512153,2423
2512154,2422
2512155,2423
2512156,2421
2512157,2421
2512158,2422
2512159,2422
2512160,2421
2512161,2423
2512162,2423
2512163,2423
2512164,2424
2512165,2423
2512166,2423
2519101,2413
2519102,2413
2519103,2511
2519105,2413
2519106,2413
2519107,2413
2519108,2413
2519109,2412
2519110,2413
2519111,2413
2519112,2413
2519113,2413
2519114,2413
2519115,2413
2519116,2413
2519117,2413
2519118,2413
2519119,2413
2519120,2413
2519121,2413
2519122,2413
2519123,2413
2519124,2413
2519125,2413
2519126,2413
2519127,2413
2519128,2424
2519129,2413
2519130,2413
2519131,2431
2519132,2432
2519133,2432
2519134,2432
2519135,2422
2519136,2422
2521101,2611
2521102,2619
2521103,2619
2521104,2611
2521105,2611
2521106,2611
2521107,2611
2521109,2611
2521110,2611
2521111,3342
2521112,2611
2521113,2619
2521114,2611
2521115,2611
2521116,2611
2521117,2611
2522101,2612
2522102,2612
2522103,2612
2522104,2612
2522105,2612
2522106,2612
2522107,2612
2522108,2612
2522109,2612
2522110,2612
2522111,2612
2522112,2612
2522113,2612
2522114,2612
2522115,2612
2522116,2612
2522117,2612
2522118,2612
2522119,2612
2522120,2612
2522121,2612
2522122,2612
2522123,2612
2522124,2612
2522125,2619
2522126,2619
2522127,2612
2522128,2612
2523101,2611
2523102,2611
2523103,2611
2523104,2611
2523105,1349
2523106,1349
2523107,2611
2523108,2611
2523109,2611
2523110,2619
2523111,2611
2531101,2621
2531102,2621
2531103,2621
2531104,2621
2531105,1349
2531106,2621
2531107,2621
2531108,2621
2531109,2621
2531110,2621
2531112,2621
2531113,3433
2531114,2621
2531115,2621
2531116,2621
2531117,2621
2531118,3433
2531119,2621
2531120,2621
2531121,2621
2531122,2621
2532101,2622
2532102,2622
2541101,2631
2541102,2631
2541103,2412
2541104,2412
2541105,3313
2541106,2411
2541107,2411
2541108,2413
2541110,2412
2541111,2412
2541112,2412
2541113,2412
2541114,2412
2541115,2631
2541116,2411
2541117,2412
2541118,2631
2541119,2411
2541121,3313
2541122,2411
2541123,3313
2541124,2412
2541125,3313
2541126,2412
2541127,3313
2541128,2413
2541129,2413
2541130,2412
2541131,3313
2541132,3313
2541133,2412
2541134,2631
2541135,2411
2541136,2412
2541137,2413
2541138,2413
2541139,2631
2541140,2631
2541141,2412
2541142,2411
2541143,2631
2541144,2411
2541145,2422
2541146,2422
2542101,2632
2542102,2632
2542103,2632
2542104,2632
2542105,2632
2542106,2632
2542107,2632
2542108,2632
2542109,2632
2542110,2632
2542111,2632
2542112,2632
2542113,2632
2542114,2631
2542115,2422
2542116,2422
2543101,2633
2543102,2633
2543103,2633
2543104,2633
2543105,2633
2543106,2633
2543107,2633
2543108,2633
2543109,2633
2543110,2633
2543111,2633
2543112,2633
2544101,2643
2544102,2643
2544103,2643
2544104,2643
2544105,2643
2544106,2643
2544107,2643
2544108,2643
2544109,2643
2544110,2643
2544111,2643
2544112,2643
2544113,2643
2544114,2643
2545101,2634
2545102,2634
2545103,2634
2545104,2634
2545105,2634
2545106,2634
2545107,2634
2545108,2634
2545109,2634
2545110,2634
2545111,2634
2545112,2634
2545113,2634
2545114,2634
2545115,2634
2545116,2634
2545117,2634
2545118,2634
2545119,2634
2545120,2634
2551101,2641
2551102,2641
2551103,2641
2551104,2641
2551105,2641
2551106,2641
2551107,2641
2551108,2641
2551109,2641
2551110,2641
2551114,2641
2551115,2641
2551116,2641
2551117,2641
2551118,2641
2551119,2641
2551120,2641
2551121,2641
2551122,2641
2551123,2641
2551124,2641
2551125,2641
2551126,2641
2551127,2641
2552101,2651
2552102,2651
2552103,2651
2552104,2651
2552105,2651
2552106,2651
2552107,2651
2552109,2163
2552110,2651
2552111,2651
2552112,2651
2552113,2651
2552114,2651
2552115,2651
2552116,2651
2552117,2651
2552118,2651
2552119,3433
2552120,2621
2552121,7319
2553101,2652
2553102,2652
2553103,2652
2553104,2652
2553105,2652
2553106,2652
2553107,2652
2553108,2652
2553109,2652
2553110,2652
2553111,2652
2553112,2652
2553113,2652
2553114,2652
2554101,2653
2554102,2653
2554104,2653
2554105,2355
2554106,2653
2554107,2653
2554108,2653
2554109,2653
2554110,2653
2555101,2654
2555102,2655
2555103,2654
2555104,2654
2555105,2654
2555106,2654
2555107,2655
2560101,2636
2560102,2636
2560103,2636
2560104,2636
2560105,2636
2560106,2636
2560107,2636
2560108,2636
2560109,2636
2560110,2636
2560111,2636
2560112,2636
2560113,2636
2560114,2636
2560115,2636
2560116,2636
2560117,2636
2560118,2636
2560119,2636
2560121,2636
2560122,2636
2560123,2636
2560124,2636
2560125,2636
2560126,2636
3111102,3112
3111104,3112
3111105,3112
3111106,3112
3111107,3112
3111108,3112
3111109,3112
3111110,3112
3111111,3112
3111112,3112
3111113,3112
3111114,3112
3111115,3112
3111116,3112
3111117,3112
3111118,3112
3111119,3112
3111120,3112
3111121,3112
3111122,3112
3111123,3112
3111124,3112
3111125,3112
3111126,3112
3111127,3112
3111128,3112
3111129,3112
3111130,3112
3111131,3112
3111132,3112
3111133,3112
3111134,3112
3111135,3112
3111136,3112
3111137,3112
3111138,3112
3111139,3112
3111140,3112
3111141,3112
3111142,3112
3111143,3112
3111144,3112
3111145,3112
3111146,3112
3112101,3113
3112102,3113
3112103,3113
3112104,3113
3112105,3113
3112106,3113
3112107,3113
3112108,3113
3112109,3113
3112110,3113
3112111,3113
3112112,3113
3112113,3113
3112114,3113
3112115,3113
3112116,3113
3112117,3113
3112118,3113
3112119,3113
3112120,3113
3112121,3113
3112122,3113
3112123,3113
3112124,3113
3112125,3113
3112126,3113
3112127,3113
3112128,3113
3112129,3113
3112130,3113
3112131,3113
3112132,3113
3112133,3113
3112134,3113
3112135,3113
3112136,3113
3112137,3113
3112138,3114
3112139,3113
3113101,3114
3113102,3114
3113103,3114
3113104,3114
3113105,3114
3113106,3114
3113107,3114
3113108,3114
3113109,3114
3113110,3114
3113111,3114
3113112,3114
3113113,3114
3113114,3114
3113115,3114
3113116,3114
3113117,3114
3113118,3114
3113119,3114
3113120,3114
3113121,3114
3113122,3114
3113123,3114
3113124,3114
3113125,3114
3113126,3114
3113127,3522
3113128,3114
3113129,3114
3113130,3114
3113131,3114
3113132,3114
3113133,3114
3113134,3114
3113135,3114
3113136,3114
3113137,3114
3113138,3114
3113139,3114
3113140,3114
3113141,3114
3113142,3114
3113143,3114
3113144,3114
3113145,3114
3113146,3522
3113147,3139
3113148,3522
3113149,3114
3114101,3115
3114102,3115
3114103,3115
3114104,3115
3114105,3115
3114106,3115
3114107,3115
3114108,3115
3114109,3115
3114110,3115
3114111,3115
3114112,3115
3114113,3115
3114114,3115
3114115,3115
3114116,3115
3114117,3115
3114118,3115
3114119,3115
3114120,3115
3114121,3115
3114122,3115
3114123,3115
3114124,3115
3114125,3115
3114126,3115
3114127,3115
3114128,3115
3114129,3115
3114130,3118
3114131,3115
3114132,3115
3114133,3115
3114134,3115
3114135,3115
3114136,3115
3114137,3115
3114138,3115
3115101,3116
3115102,3116
3115103,3116
3115104,3116
3115105,3116
3115106,3116
3115107,3116
3115108,3116
3115109,3116
3115110,3116
3115111,3116
3115112,3116
3115113,3116
3115114,3116
3115115,3116
3115116,3116
3115117,3116
3115118,3116
3115119,3116
3115120,3116
3115121,3116
3115122,3116
3115123,3116
3115124,3116
3116101,3117
3116102,3117
3116103,3117
3116104,3117
3116105,3117
3116106,3117
3116107,3117
3116108,3117
3116109,3117
3116110,3117
3116111,3117
3116112,3117
3116113,3117
3116114,3117
3116115,3117
3116116,3117
3116117,3117
3116118,3117
3116119,3117
3116120,3117
3116121,3117
3116122,3117
3116123,3117
3116124,3117
3116125,3117
3116126,3117
3116127,3117
3116128,3117
3116129,3117
3116130,3117
3116131,3117
3116132,3117
3116133,3117
3116134,3117
3116135,3117
3116136,3117
3116137,3117
3116138,3117
3116139,3117
3116140,3117
3116141,3117
3116142,3117
3116143,3117
3116144,3117
3116145,3117
3116146,3117
3116147,3117
3116148,3117
3116149,3117
3116150,3117
3116151,3117
3116152,3117
3116153,3117
3116154,3117
3116155,3117
3116156,3117
3116157,3117
3116158,3117
3116159,3117
3116160,3117
3116161,3117
3116162,3117
3116163,3117
3116164,3117
3116165,3117
3116166,3117
3116167,3117
3116168,3117
3116169,3117
3116170,3117
3119101,3119
3119102,3119
3119103,3119
3119104,3119
3119105,3119
3119106,3119
3119107,4110
3119108,2359
3119109,2359
3119110,3118
3119111,3119
3119112,3119
3119113,3119
3119114,3119
3119115,3119
3119116,3119
3119117,3119
3119118,3118
3119119,3257
3119120,3119
3119121,3119
3119122,3119
3119123,3119
3119124,3119
3119125,3118
3119126,3119
3119127,3119
3119128,3119
3119129,3119
3119130,3119
3119131,3119
3119132,3214
3119133,3214
3119134,3123
3119135,3119
3119136,3119
3119137,3119
3119138,3119
3119139,3119
3119140,3119
3119141,3119
3119142,3119
3119143,3119
3119144,3122
3119145,3122
3119146,3122
3119147,3118
3119148,3119
3119149,3132
3119150,3122
3119151,3122
3119152,3122
3119153,3122
3119154,3119
3119155,3119
3119156,3119
3119157,3119
3119158,3119
3120101,3511
3120102,3511
3120103,3511
3120104,3511
3120105,3511
3120106,3511
3120107,3511
3120108,3511
3120109,3511
3120110,3511
3120111,3511
3120112,3511
3120113,3511
3120114,3511
3120115,3511
3120116,3511
3120117,3513
3120118,3513
3120119,3511
3120120,3511
3120121,3512
3120122,3511
3120123,3512
3120124,3511
3120125,3513
3120126,3511
3120127,3511
3120128,3511
3120129,3511
3120130,3512
3120131,3522
3120132,3512
3120133,3511
3120134,3511
3120135,3512
3120136,3513
3120137,3513
3120138,3511
3120139,3511
3120140,3511
3120141,3511
3131101,3439
3131102,3521
3131103,3431
3131104,3431
3131105,3431
3131106,3431
3131107,3521
3131108,3521
3131109,3521
3131110,3521
3131111,3431
3131112,3431
3131113,3521
3131114,3521
3131115,3521
3131116,3431
3131117,3521
3131118,3521
3131119,3521
3131120,3521
3131121,3439
3131122,3439
3131123,3439
3131124,3439
3131125,3439
3131126,3439
3131127,3439
3131128,3439
3131129,3439
3131130,3439
3131131,3439
3131132,3431
3131133,3439
3131134,3431
3131135,3439
3131136,3431
3131137,3439
3131138,3521
3132101,3522
3132102,3522
3132103,3522
3132104,3522
3132105,3522
3132106,3522
3132107,3522
3132108,3522
3132109,3522
3132110,3522
3132111,3522
3132112,3522
3132113,3522
3132114,3522
3132115,3522
3139101,3439
3139102,3431
3141101,3151
3141102,3151
3141103,3151
3141104,3151
3141105,3151
3141106,3151
3141107,3151
3141109,3151
3141110,3151
3141112,3151
3141113,3151
3141114,3151
3141115,3151
3141116,3151
3142101,3152
3142102,3152
3142103,3152
3142104,3152
3142105,3152
3142106,3152
3142107,3152
3142108,3152
3142109,3152
3142110,3152
3142111,3152
3142112,3152
3142113,3152
3142114,3152
3142115,3152
3142116,3152
3142117,3152
3142118,3152
3142119,3152
3142121,3152
3142122,3152
3142123,3152
3142124,3152
3142125,3152
3142126,3152
3142127,3152
3142128,3152
3142129,3152
3143101,3153
3143102,3153
3143103,3153
3143104,3153
3143105,3153
3143106,3153
3143107,3153
3143108,3153
3143109,3153
3143110,3153
3144101,3154
3144102,3154
3144103,3154
3144104,3154
3144105,3154
3151101,3112
3151102,3112
3151103,3112
3151104,3112
3151105,3112
3151106,3112
3151107,3112
3151108,3123
3151109,3112
3152101,3119
3152102,3119
3152103,3119
3152104,3119
3152105,3119
3152106,3119
3152107,3119
3152108,3119
3152109,3119
3152110,3257
3152111,3119
3152112,3131
3152113,3131
3152114,3119
3152115,3119
3152116,3257
3152117,3119
3152118,3119
3152119,3257
3152120,3119
3152121,3257
3152122,3119
3152123,3119
3152124,3119
3152125,3257
3152126,3257
3152127,3257
3152128,3257
3152129,3257
3152130,3119
3152131,3119
3152132,3132
3152133,3257
3152134,3119
3152135,3119
3152136,2263
3152137,2263
3152138,3257
3152139,3257
3152140,3155
3152141,3155
3152142,3119
3152143,3119
3211101,3212
3211102,3212
3211103,3212
3211104,3212
3211105,3212
3211106,3212
3211107,3212
3211108,3212
3211109,3212
3211110,3212
3211111,3212
3211112,3212
3211113,3212
3211114,3141
3211115,3141
3211116,3141
3211117,3212
3211118,3212
3211119,3141
3211120,3212
3211121,3141
3211122,3141
3211123,3141
3211124,3141
3211125,2221
3211126,3141
3211127,3141
3211128,3141
3212101,3142
3212102,3142
3212103,3142
3212104,3142
3212105,3142
3212106,3142
3212107,3142
3212108,3142
3212109,3142
3212110,3142
3212111,3142
3212112,3142
3212113,3142
3212114,3142
3212115,3142
3212116,3142
3212117,3142
3212118,3142
3212119,3142
3212120,3142
3213101,3143
3213102,3143
3213103,3143
3213104,3143
3213105,3143
3213106,3143
3213107,3143
3213108,3143
3213109,3143
3213110,3143
3213111,3143
3213112,3143
3213113,3143
3213114,3143
3213115,3143
3213116,3143
3213117,3143
3213118,3143
3213119,3143
3213120,3143
3213122,3143
3213123,3143
3213124,3143
3213125,3143
3213126,3143
3213127,3143
3213128,3143
3213129,3143
3221101,3211
3221102,2266
3221103,3211
3221105,3211
3221106,3211
3221107,2266
3221108,3211
3221109,3211
3221110,3211
3221111,3211
3221112,3211
3221113,3211
3221114,3211
3221115,3211
3221116,3211
3222101,3257
3222102,2263
3222103,3257
3222105,3257
3222106,7544
3222107,7544
3222108,7544
3222109,3257
3222110,3257
3222111,3257
3222112,3257
3222113,3257
3222114,3257
3222115,7544
3222116,3257
3222117,3257
3222118,3257
3222119,3257
3222120,3257
3222121,2263
3222122,2263
3222123,3257
3222124,2263
3222125,3257
3222126,3257
3222127,3257
3223101,2265
3223102,3434
3223103,2265
3223104,2265
3223105,2265
3224119,3254
3224120,3254
3224121,3254
3225101,3251
3225102,3251
3225103,3251
3225104,3251
3226101,2267
3226102,2264
3226103,2264
3226104,2267
3226105,2264
3226106,2267
3226107,2264
3226108,2264
3226109,2264
3226112,2264
3226113,2269
3226114,2267
3226115,2264
3226116,2267
3226117,2267
3226118,2264
3226119,2267
3226120,2264
3226121,2264
3226122,2264
3226123,2264
3227101,3240
3227102,3240
3227103,3240
3227104,5164
3227105,5164
3227106,5164
3228101,3213
3228102,3213
3229101,3230
3229102,3230
3229103,3230
3229104,3230
3229105,3230
3229106,3230
3229107,3230
3229108,3230
3229109,3230
3229110,3230
3229111,3230
3229112,3230
3229113,3230
3229114,2269
3229115,3230
3229116,3230
3229117,3230
3229118,3230
3231101,2223
3231102,2223
3231103,2223
3231104,2223
3231105,2223
3231106,2223
3231107,1342
3231108,2223
3231109,2223
3231110,1342
3231111,2223
3231112,2223
3231113,2223
3231114,2223
3231115,3259
3231116,3259
3231117,1342
3232101,2224
3232102,2224
3232103,2224
3232104,2224
3232105,2224
3232106,2224
3232107,2224
3232108,2224
3232109,2224
3232110,2224
3232111,2224
3232112,2224
3232113,2224
3232114,2224
3232115,2224
3310101,2341
3310102,2341
3310103,2341
3310104,2341
3310105,2354
3310106,2354
3310107,2341
3310108,2341
3310109,2341
3310110,2341
3310111,2341
3310112,2341
3310113,2341
3310114,2341
3310115,2341
3310116,2341
3310117,2341
3320101,2342
3320102,2342
3320103,2342
3320104,2342
3320105,2342
3320107,2342
3320108,2342
3320109,2342
3320110,2342
3320111,2342
3341101,2320
3341102,2320
3341103,2320
3349101,2359
3349102,5164
3349103,5165
3349104,5164
3349105,2359
3349106,5164
3349107,2355
3349108,5165
3349109,2355
3349110,2359
3349111,5165
3349112,5165
3349113,2359
3349114,2352
3349115,2354
3349117,2652
3349118,2356
3349119,2359
3349120,2359
3349121,2359
3349122,2359
3349123,2359
3349124,2359
3349125,2359
3349126,3332
3349127,2353
3349128,2355
3349129,2355
3349130,2355
3349131,2356
3349132,2359
3349133,2359
3349134,2359
3349135,2354
3349136,2359
3349137,2354
3349138,2359
3349139,2359
3411101,3311
3411102,3311
3411103,3311
3411104,3311
3411105,3311
3411106,3311
3411107,3311
3411108,3311
3411109,3311
3411110,3311
3411111,3311
3411112,3311
3411113,3311
3411114,3311
3411115,3311
3411116,3311
3411117,3311
3411118,3311
3411119,3311
3411120,3311
3411121,3311
3411122,3311
3411123,3311
3411125,3311
3411126,3311
3411127,3311
3411128,3311
3411129,3311
3411130,3311
3411131,2412
3411132,2412
3411133,3311
3412101,3321
3412102,3321
3412103,3321
3412104,3321
3412105,3321
3412106,3321
3412107,3321
3412108,3321
3412109,3321
3412111,3321
3412112,3321
3412113,3321
3412114,3321
3412115,3321
3412116,3315
3412117,3315
3412118,3321
3412119,3321
3412120,3321
3412121,3321
3412122,3321
3412123,3321
3412124,3321
3412125,3321
3412126,3321
3412127,3321
3412128,3321
3412129,3321
3412130,3321
3412131,3321
3412132,3321
3412133,3321
3412134,3321
3412135,3321
3412136,3321
3412137,3321
3412138,3321
3412139,3321
3412140,3321
3412141,3321
3412142,3321
3412143,3321
3412144,3321
3412145,3321
3412146,3321
3412147,3321
3412149,3321
3412150,3321
3412151,3321
3412152,3321
3412153,3321
3412154,3321
3413101,3334
3413102,3334
3413103,3334
3413104,3334
3413105,3334
3413106,3334
3413107,3334
3413108,3334
3413109,3334
3413110,3334
3413111,3334
3414101,4221
3414102,4221
3414103,4221
3414104,4221
3414105,4221
3414106,4221
3414107,4221
3414108,4221
3414109,4221
3414110,4221
3414111,4221
3414112,4221
3414113,4221
3414114,4221
3414115,4221
3414116,4221
3414117,4221
3415101,2433
3415102,2433
3415103,3322
3415104,3322
3415105,3322
3415106,3322
3415107,3322
3415108,3322
3415109,2433
3415110,3322
3415111,3322
3415112,2433
3415113,3322
3415114,3322
3415115,3322
3415116,3322
3415117,3322
3415118,3322
3415119,2431
3415120,3322
3415121,3322
3415122,3322
3415123,3322
3415124,3322
3415125,3322
3415126,3322
3415127,3322
3415128,3322
3415129,3322
3415130,3322
3415131,3322
3415132,3322
3415133,3322
3415134,3322
3415135,3322
3415136,3322
3415137,3322
3415138,3322
3415139,2433
3415140,2434
3415141,3322
3415142,2433
3416102,3323
3416103,3323
3416104,3323
3416105,3323
3416106,3323
3416107,3323
3416108,3323
3416109,3323
3416110,3323
3416111,3323
3416112,3323
3416113,3323
3416114,3323
3416115,3323
3417101,3315
3417102,3315
3417103,3339
3417104,3315
3417105,3315
3417106,3315
3417107,3315
3417108,3315
3417109,3315
3417110,3315
3417111,3315
3417112,3315
3417113,3315
3417114,3315
3417115,3315
3417116,3315
3418101,3312
3418102,3312
3418103,3312
3418104,3312
3418106,3312
3418107,3312
3418108,3312
3418109,2412
3418111,3312
3418112,3312
3418114,3312
3418115,3312
3418116,3312
3418117,3312
3418118,3312
3418119,3312
3418120,3312
3418121,3312
3418122,3312
3418123,3312
3418124,2412
3418125,2412
3418126,3312
3418127,3312
3418128,3312
3418129,3312
3418130,3312
3418131,3312
3418132,2412
3418133,3312
3418134,3312
3418135,2412
3418136,3312
3418137,3312
3418138,3312
3418139,3312
3418140,3312
3418141,3339
3419102,4110
3419103,2431
3419104,4110
3419105,2431
3419106,2431
3419107,4110
3419108,4110
3419109,2431
3419110,4110
3419111,4110
3419112,2431
3419113,2431
3419114,2431
3419115,2431
3419116,4110
3419117,4110
3419118,2431
3419119,4110
3419120,2431
3419121,4110
3419122,4110
3419123,2431
3419124,2431
3419125,2431
3419126,2431
3419128,4110
3419130,2431
3419131,2431
3419132,4110
3419133,2431
3419134,2431
3419135,2431
3419136,2431
3419137,2431
3419138,2431
3419139,2431
3419140,2431
3419142,2431
3419143,2431
3419144,2431
3421101,3324
3421102,3324
3421103,3324
3421104,3324
3421105,3324
3421106,3324
3421107,3324
3421108,3324
3422101,3331
3422103,3331
3422104,3331
3422105,3331
3422106,3331
3422107,3331
3422108,3331
3422109,3331
3422110,3331
3422111,3331
3422112,3331
3422113,3331
3422114,3331
3422115,3331
3422116,3331
3422117,3331
3422118,3331
3422119,3331
3422120,3331
3422121,3331
3422122,3331
3422123,3331
3422124,3331
3422125,3331
3423101,3333
3423102,3333
3423103,3333
3423104,3333
3423105,3333
3423106,3333
3423107,3333
3423108,3333
3423109,3333
3423110,3333
3423111,3333
3423112,3333
3423113,3333
3429101,3339
3429102,3339
3429103,3339
3429104,3339
3429105,3339
3429108,3324
3429109,3339
3429110,3324
3429111,3339
3429112,3339
3431101,3343
3431102,3343
3431103,2611
3431104,3343
3431105,3343
3431106,3343
3431107,3343
3431108,3343
3431109,3343
3431110,3343
3431111,3343
3431112,3343
3431113,3341
3431114,3341
3431115,4110
3431116,4110
3431117,3334
3431118,2422
3431119,2422
3431120,2422
3431121,3341
3431122,4110
3431123,2422
3431124,4110
3431125,2422
3431126,3322
3431127,3332
3431128,3332
3431129,4110
3431130,2422
3431131,2422
3431132,1343
3431133,4110
3431134,3341
3431135,3343
3431136,3359
3431137,3359
3431138,3332
3431139,2421
3431140,2421
3431141,3343
3431142,3343
3431143,3343
3431144,2619
3431145,2422
3431146,2422
3432101,3313
3432102,3313
3432103,2411
3432104,2411
3432105,2411
3432106,2411
3432107,3355
3432108,2411
3432109,2411
3432110,4311
3432111,2411
3432112,2411
3432113,2411
3432114,3313
3432115,3313
3432116,3313
3432117,3313
3432118,2411
3432119,2411
3432120,2411
3432121,4313
3432122,3341
3432123,2411
3432124,3313
3432125,3313
3432126,3313
3432127,3313
3432128,3313
3432129,4311
3432130,3313
3432131,3313
3432132,3313
3432133,2411
3432134,3312
3432135,3313
3432136,3313
3432137,3313
3432138,3341
3432139,3341
3432140,4313
3432141,3313
3433101,5151
3433102,5151
3433103,5151
3433104,5151
3433105,5151
3433106,5151
3433107,5151
3433108,1439
3441101,3351
3441102,3351
3441103,3351
3441104,3351
3441105,3351
3441106,3351
3441107,3351
3441108,3351
3441109,3351
3441111,3351
3441112,3351
3441113,3351
3442101,3352
3442102,3352
3442103,3352
3442104,3352
3442105,3352
3442106,3352
3443101,3353
3443102,3353
3443103,3353
3443104,3353
3443105,3353
3443106,3353
3443107,3353
3443108,3353
3443109,3353
3443110,3353
3443111,3353
3444101,3353
3444102,3353
3444103,3353
3444104,3353
3444105,3353
3444106,3353
3444107,3353
3444108,3353
3444109,3333
3444110,3353
3449101,3359
3449102,3359
3449103,3359
3449104,3359
3449105,3359
3449106,3359
3449107,3359
3449108,3359
3449109,3359
3449110,3359
3449111,3359
3449112,3359
3449113,3359
3449114,3359
3449115,3359
3449116,3359
3449117,3354
3449118,3354
3449119,3359
3449120,3359
3449121,3359
3449122,3359
3449123,3359
3449124,3359
3450101,3355
3450102,3355
3450103,3355
3450104,3355
3450105,3355
3450106,3355
3450107,3355
3450108,3355
3450109,3355
3450110,3355
3450111,3355
3450112,3355
3450113,3355
3460101,3412
3460102,2635
3460103,3412
3460104,3412
3460105,2635
3460106,2635
3460107,3412
3460108,3412
3460109,2635
3460110,2635
3460111,2635
3460112,2635
3460113,2635
3460114,3412
3460115,2635
3460116,2635
3460117,2635
3460118,2635
3460119,2635
3460120,3412
3460121,2635
3460122,3412
3460123,3412
3460124,3412
3460125,2635
3460126,2635
3460127,2635
3460128,3412
3460129,2635
3460130,3353
3460131,3353
3460132,2635
3460133,3412
3460134,3412
3460135,3412
3460136,3412
3460137,3412
3460138,3412
3460139,3412
3460140,2635
3460141,2635
3460142,2635
3460143,3412
3460144,2635
3460145,2635
3460146,2635
3460147,2635
3460148,3412
3460149,3412
3460150,2635
3460151,3412
3460152,2635
3460153,2635
3460154,2635
3460155,2635
3460156,2635
3460157,2635
3460158,2635
3460159,2635
3471101,3432
3471102,3432
3471103,2163
3471104,2166
3471108,2163
3471109,2166
3471110,2166
3471111,2166
3471112,2166
3471113,2166
3471114,2166
3471115,2166
3471116,3432
3471117,3432
3471118,2166
3471119,2163
3471121,3432
3471122,3432
3471123,3432
3471124,3432
3471125,3432
3471126,3432
3471127,3432
3471128,2163
3471129,2166
3471130,3432
3471131,3432
3471132,3432
3471133,3432
3471134,2653
3471135,2166
3471136,2166
3471137,2163
3471138,2166
3471139,3432
3471140,2166
3471141,2163
3471142,3432
3471143,2163
3471144,2166
3471145,2166
3472101,2652
3472102,2652
3472103,2652
3472104,2652
3472105,2652
3472106,2652
3472107,2652
3472108,2652
3472109,2652
3472110,2354
3473101,2659
3473102,2659
3473103,2659
3473104,2659
3473105,2659
3473106,2659
3473107,2659
3473108,2659
3473109,2659
3474101,3439
3474102,3439
3474103,3439
3474104,3439
3474105,3439
3474106,3439
3474107,3439
3474108,3439
3474109,2654
3474110,3439
3474111,3439
3474113,3432
3474114,2654
3474115,2654
3474116,2654
3474117,2643
3474118,2654
3474119,3439
3474120,3439
3474121,3439
3474122,3439
3474123,3439
3474124,3439
3474125,2654
3474126,3439
3474127,3439
3475101,3421
3475102,3422
3475103,3422
3475104,3422
3475105,3422
3475106,3423
3475107,3422
3475108,3422
3475109,3422
3475110,3423
3475111,3423
3475112,3423
3475113,3423
3475114,3423
3475115,3422
3475116,3423
3475117,3422
3475118,3422
3475119,3423
3475120,3423
3475121,3422
3475122,3422
3475123,3423
3475124,3422
3475125,3423
3475126,3421
3475127,3422
3475128,3423
3475129,3423
3475130,3423
3475131,3422
3475132,4321
3475133,3421
3475134,3421
3475135,3421
3475136,3421
3475137,3423
3475138,3422
3475139,3422
3475140,3422
3475141,3422
3475142,3423
3475143,3423
3475144,3422
3475145,3421
3475146,3421
3480101,3413
3480102,3413
3480103,3413
3480104,3413
3480105,3413
3480106,3413
3480107,3413
3480108,3413
3480109,3413
3480110,3413
3480111,3413
3480112,3413
3480113,3413
3480115,3413
3480116,3413
3480117,3413
3480119,3413
3480120,3413
3480121,3413
3480122,3413
3480123,3413
3480124,3413
3480125,3413
3480126,3413
3480127,3413
3480128,3413
3480129,3413
3480130,3413
3480131,2359
3480132,2359
3480133,2359
3480134,2359
3480135,3413
3480136,3413
3480137,3413
3491101,2432
3491102,2432
3491103,2642
3491104,2432
3491105,2432
3491106,2432
3491107,2432
3491108,2642
3491109,2642
3491110,2642
3491111,2642
3491112,2642
3491113,2642
3491114,2642
3491115,2642
3491116,2642
3491117,2642
3491118,2642
3491119,2642
3491121,2432
3491122,2642
3491123,2642
3491124,2642
3491125,2642
3491126,2642
3491127,2642
3491128,2432
3491129,2641
3491130,2642
3491131,2642
3491132,2642
3491133,2642
3491134,2642
3491135,2642
3491136,2642
3491137,2642
3491138,2642
3491139,2642
3491140,2642
3491141,2432
3491142,2641
3491143,2641
3491144,2641
3491145,2641
3491146,2642
3491147,4229
3491148,2432
3491149,2642
3491150,2432
3492101,2654
3492102,2656
3492103,2656
3492104,2656
3492105,2654
3492106,3521
3492107,2622
3492108,2622
3492109,2656
3492110,3521
3492111,2656
3492112,2656
3492113,2656
3492114,2656
3492115,3521
3492116,2654
3492117,5169
3492118,2656
3493101,2622
3493102,2622
3493103,2622
3493104,2622
3493105,2622
3493106,2622
3493107,2622
3493108,2622
3493109,2622
3493110,2622
3493111,2622
3493112,2622
3493113,2622
3493115,2622
4111101,4131
